Strains	Ensifer_adhaerens_AG1206	Ensifer_adhaerens_Casida_A	Ensifer_adhaerens_L18	Ensifer_adhaerens_M78	Ensifer_adhaerens_OV14	Ensifer_adhaerens_SD006	Ensifer_adhaerens_ST2	Ensifer_adhaerens_WJB133_25_10	Ensifer_alkalisoli_YIC4027	Ensifer_aridi_JNVU_TP6	Ensifer_aridi_LEM451	Ensifer_aridi_LEM457	Ensifer_aridi_LMR001	Ensifer_aridi_LMR013	Ensifer_aridi_TW10	Ensifer_glycinis_CCBAU_23380	Ensifer_morelense_Lc04	Ensifer_psoraleae_CCBAU_65732	Ensifer_sesbaniae_CCBAU_65729	Ensifer_shofinae_CCBAU_251167	Ensifer_sojae_CCBAU_05684	Ensifer_sp_1H6	Ensifer_sp_AP48	Ensifer_sp_BR816	Ensifer_sp_LC11	Ensifer_sp_LC13	Ensifer_sp_LC14	Ensifer_sp_LC163	Ensifer_sp_LC384	Ensifer_sp_LC499	Ensifer_sp_LC54	Ensifer_sp_LCM_4579	Ensifer_sp_M14	Ensifer_sp_MMN_5	Ensifer_sp_NM_2	Ensifer_sp_OV372	Ensifer_sp_Root1252	Ensifer_sp_Root127	Ensifer_sp_Root1298	Ensifer_sp_Root1312	Ensifer_sp_Root142	Ensifer_sp_Root231	Ensifer_sp_Root258	Ensifer_sp_Root278	Ensifer_sp_Root31	Ensifer_sp_Root423	Ensifer_sp_Root558	Ensifer_sp_Root74	Ensifer_sp_Root954	Ensifer_sp_T2_8	Ensifer_sp_USDA_6670	Ensifer_sp_WSM1721	Ensifer_sp_YR511	Ensifer_sp_ZNC0028	Sinorhizobium_americanum_CCGM7	Sinorhizobium_americanum_CFNEI_156	Sinorhizobium_americanum_CFNEI_73	Sinorhizobium_americanum_FG01	Sinorhizobium_americanum_NG07B	Sinorhizobium_arboris_LMG_14919	Sinorhizobium_fredii_CCBAU_05557	Sinorhizobium_fredii_CCBAU_25509	Sinorhizobium_fredii_CCBAU_45436	Sinorhizobium_fredii_CCBAU_83622	Sinorhizobium_fredii_CCBAU_83643	Sinorhizobium_fredii_CCBAU_83666	Sinorhizobium_fredii_CCBAU_83753	Sinorhizobium_fredii_GR64	Sinorhizobium_fredii_HH103	Sinorhizobium_fredii_NGR234	Sinorhizobium_fredii_NXT3	Sinorhizobium_fredii_PCH1	Sinorhizobium_fredii_USDA_205	Sinorhizobium_fredii_USDA_257	Sinorhizobium_medicae_DI28	Sinorhizobium_medicae_Str1	Sinorhizobium_medicae_Str10	Sinorhizobium_medicae_Str11	Sinorhizobium_medicae_Str12	Sinorhizobium_medicae_Str13	Sinorhizobium_medicae_Str14	Sinorhizobium_medicae_Str15	Sinorhizobium_medicae_Str16	Sinorhizobium_medicae_Str17	Sinorhizobium_medicae_Str18	Sinorhizobium_medicae_Str3	Sinorhizobium_medicae_Str6	Sinorhizobium_medicae_Str7	Sinorhizobium_medicae_Str8	Sinorhizobium_medicae_Str9	Sinorhizobium_medicae_WSM1115	Sinorhizobium_medicae_WSM1369	Sinorhizobium_medicae_WSM244	Sinorhizobium_medicae_WSM419	Sinorhizobium_meliloti_1021	Sinorhizobium_meliloti_1A42	Sinorhizobium_meliloti_2011	Sinorhizobium_meliloti_4H41	Sinorhizobium_meliloti_5A14	Sinorhizobium_meliloti_A0641M	Sinorhizobium_meliloti_A0643DD	Sinorhizobium_meliloti_AC50a	Sinorhizobium_meliloti_AE608H	Sinorhizobium_meliloti_AK11	Sinorhizobium_meliloti_AK170	Sinorhizobium_meliloti_AK555	Sinorhizobium_meliloti_AK58	Sinorhizobium_meliloti_AK75	Sinorhizobium_meliloti_AK83	Sinorhizobium_meliloti_B399	Sinorhizobium_meliloti_B401	Sinorhizobium_meliloti_BL225C	Sinorhizobium_meliloti_BM806	Sinorhizobium_meliloti_BO21CC	Sinorhizobium_meliloti_C0431A	Sinorhizobium_meliloti_C0438LL	Sinorhizobium_meliloti_CCMM_B554_FSM_MA	Sinorhizobium_meliloti_CCNWSX0020	Sinorhizobium_meliloti_CIAM1775	Sinorhizobium_meliloti_CXM1_105	Sinorhizobium_meliloti_DSM_23914	Sinorhizobium_meliloti_GR4	Sinorhizobium_meliloti_GVPV12	Sinorhizobium_meliloti_H1	Sinorhizobium_meliloti_HM006	Sinorhizobium_meliloti_KH35c	Sinorhizobium_meliloti_KH46	Sinorhizobium_meliloti_L5_30	Sinorhizobium_meliloti_M162	Sinorhizobium_meliloti_M270	Sinorhizobium_meliloti_Mlalz_1	Sinorhizobium_meliloti_MVII_I	Sinorhizobium_meliloti_Rm41	Sinorhizobium_meliloti_RMO17	Sinorhizobium_meliloti_RRl128	Sinorhizobium_meliloti_RU11_011	Sinorhizobium_meliloti_SM11	Sinorhizobium_meliloti_T073	Sinorhizobium_meliloti_USDA1021	Sinorhizobium_meliloti_USDA1106	Sinorhizobium_meliloti_USDA1157	Sinorhizobium_meliloti_WSM1022	Sinorhizobium_meliloti_WSM4191	Sinorhizobium_saheli_LMG_7837	Sinorhizobium_sp_A49	Sinorhizobium_sp_BJ1	Sinorhizobium_sp_CCBAU_05631	Sinorhizobium_sp_FG01	Sinorhizobium_sp_GL2	Sinorhizobium_sp_GL28	Sinorhizobium_sp_GW3	Sinorhizobium_sp_LM21	Sinorhizobium_sp_M4_45	Sinorhizobium_sp_NFACC03	Sinorhizobium_sp_NG07B	Sinorhizobium_sp_PC2	Sinorhizobium_sp_Sb3
Sinorhizobium_meliloti_1A42	79.62	79.88	80.13	80.11	80.03	80.22	79.98	79.93	82.82	85.98	86.00	85.98	85.95	86.02	85.98	84.54	80.16	84.25	80.46	83.85	83.26	80.02	80.32	84.41	80.43	80.28	80.28	80.83	80.76	80.25	80.78	82.68	79.91	95.15	79.78	79.84	79.88	79.77	79.79	79.79	79.89	79.82	79.86	80.36	79.76	79.87	79.77	79.79	79.81	98.75	95.20	86.33	79.54	79.99	84.09	84.25	84.25	84.13	84.10	92.11	84.15	84.07	84.28	84.11	84.05	83.93	84.18	84.16	84.07	83.87	84.05	84.08	84.30	84.49	90.81	90.43	90.60	90.68	90.59	90.51	90.48	90.62	90.61	90.35	90.74	90.89	90.66	90.76	90.82	90.64	90.84	90.84	90.83	90.80	99.18	100	99.18	94.85	98.65	98.84	98.71	94.96	98.74	98.74	98.75	98.43	98.55	98.84	98.72	99.18	99.09	99.11	99.12	99.08	99.10	98.69	99.18	97.70	98.84	98.71	99.08	99.17	98.06	99.04	99.10	98.70	98.94	98.60	98.60	98.16	98.33	98.74	98.60	99.05	98.75	98.79	98.81	98.95	98.82	99.15	98.83	98.77	90.59	85.43	80.09	84.42	84.49	84.13	79.79	80.04	79.79	79.70	95.17	80.38	84.01	85.83	79.93
Sinorhizobium_meliloti_2011	80.02	80.07	80.39	80.39	80.35	80.53	80.23	80.19	83.06	86.45	86.41	86.47	86.42	86.35	86.42	84.78	80.42	84.63	80.79	84.10	83.58	80.36	80.60	84.57	80.58	80.60	80.60	81.13	81.09	80.57	81.11	83.16	80.23	95.74	80.17	80.16	80.28	80.17	79.86	79.87	80.16	80.29	80.27	80.85	80.19	80.17	79.95	79.86	79.85	98.92	95.78	86.71	79.87	80.23	84.59	84.69	84.69	84.48	84.57	92.55	84.54	84.50	84.54	84.60	84.45	84.43	84.53	84.46	84.53	84.21	84.37	84.31	84.81	85.00	91.19	90.77	90.93	91.08	90.85	90.82	90.89	91.11	90.93	90.70	91.12	91.20	91.13	91.08	91.15	91.02	91.19	91.18	91.02	91.05	99.99	99.18	100	95.35	99.29	99.03	99.07	95.58	99.30	99.11	99.27	99.07	99.22	98.98	99.26	99.53	99.52	99.53	99.80	99.37	99.25	99.09	99.36	98.11	99.21	99.25	99.54	99.31	98.57	99.19	99.33	98.95	99.42	99.13	99.15	98.88	98.71	99.19	99.18	99.44	99.18	99.26	99.36	99.32	99.37	99.99	99.30	98.97	90.78	85.88	80.37	84.67	84.77	84.42	80.07	80.47	80.11	80.00	95.59	80.42	84.57	86.39	80.26
Sinorhizobium_meliloti_4H41	79.85	80.06	80.44	80.39	80.15	80.52	80.37	80.14	83.07	86.12	86.37	86.42	85.96	86.08	86.09	84.54	80.32	84.38	80.77	84.03	83.37	80.26	80.47	84.61	80.75	80.69	80.68	80.90	80.90	80.67	80.94	82.93	80.19	99.00	80.09	80.10	80.14	80.12	79.98	80.00	80.15	80.15	80.12	80.44	80.00	79.98	79.91	79.99	79.98	95.57	94.87	86.44	79.76	80.47	84.97	85.06	85.04	85.45	85.39	91.98	84.52	84.48	84.55	84.50	84.35	84.30	84.34	85.26	84.11	84.25	84.91	84.22	84.68	84.83	90.37	89.92	89.98	90.19	90.05	89.96	90.03	90.20	90.10	89.80	90.33	90.32	90.21	90.21	90.38	90.08	90.33	90.42	90.45	90.29	95.36	94.85	95.35	100	95.23	94.89	94.91	97.95	95.06	94.91	95.58	95.13	95.18	94.63	95.40	95.72	95.50	95.33	95.38	95.23	94.93	95.03	95.30	95.21	95.33	95.22	95.36	95.29	95.67	94.93	95.47	95.44	95.14	95.24	95.37	94.76	95.41	95.23	95.11	95.25	95.25	95.13	95.22	95.21	95.21	95.42	95.22	95.34	90.21	85.50	80.49	84.64	84.72	85.45	79.94	80.37	79.90	80.02	99.23	80.47	85.36	86.04	80.27
Sinorhizobium_meliloti_5A14	79.86	80.14	80.48	80.42	80.20	80.37	80.31	80.27	83.14	86.49	86.32	86.38	86.42	86.43	86.33	84.50	80.47	84.79	80.76	84.10	83.46	80.35	80.62	84.56	80.72	80.34	80.34	81.00	80.64	80.31	80.99	83.17	80.15	95.46	79.88	80.26	80.12	79.83	80.04	80.05	80.06	80.13	80.09	80.72	79.74	80.11	80.06	80.04	80.02	98.57	95.70	86.63	79.92	80.29	84.52	84.57	84.50	84.57	84.64	92.70	84.15	84.34	84.43	84.26	84.28	83.89	84.35	84.28	84.22	83.98	84.32	84.26	84.42	84.73	91.15	90.85	90.89	91.08	90.89	90.79	90.88	91.03	90.98	90.72	91.12	91.20	91.06	91.07	91.20	90.87	91.26	91.15	91.07	91.02	99.28	98.65	99.29	95.23	100	99.47	99.54	95.23	99.79	99.11	99.15	99.10	99.29	99.04	99.22	99.42	99.46	99.28	99.30	98.97	98.92	99.53	99.17	98.08	99.32	99.21	99.28	99.08	98.37	98.85	99.11	98.67	99.22	99.25	99.06	98.46	98.53	99.77	99.18	99.35	98.79	99.84	99.75	99.01	99.42	99.28	99.25	98.67	90.81	85.78	80.18	84.58	84.69	84.57	80.00	80.37	80.09	80.09	95.48	80.33	84.52	86.15	80.28
Sinorhizobium_meliloti_A0641M	79.77	79.85	80.21	80.23	80.13	80.23	80.06	80.01	82.68	86.15	85.97	86.10	86.16	85.85	86.10	84.43	80.13	84.55	80.62	83.40	83.15	80.16	80.26	84.17	80.41	80.43	80.44	80.82	80.78	80.40	80.84	83.01	79.89	95.22	79.95	79.98	79.83	79.88	79.72	79.72	79.92	79.85	79.84	80.52	79.83	79.98	79.76	79.71	79.69	98.35	95.64	86.36	79.64	80.06	84.35	84.34	84.39	84.18	84.14	92.32	83.98	84.07	83.94	84.05	83.82	83.81	83.97	84.10	83.91	83.82	83.99	83.92	84.36	84.41	90.95	90.58	90.68	90.75	90.63	90.59	90.69	90.87	90.76	90.60	90.93	91.07	90.88	90.97	90.88	90.68	91.10	91.02	90.85	90.89	99.03	98.84	99.03	94.89	99.47	100	99.45	95.05	99.49	99.10	98.94	98.83	99.13	99.04	98.90	99.20	99.25	99.06	99.06	98.78	99.02	99.47	98.93	97.85	99.03	99.08	99.06	98.82	98.08	98.89	98.89	98.41	99.11	99.01	98.81	98.15	98.18	99.52	98.97	99.20	98.59	99.45	99.53	98.78	99.23	99.04	99.02	98.48	90.38	85.40	80.29	83.97	84.36	84.09	79.76	80.09	79.84	79.75	95.10	80.17	84.14	85.94	80.05
Sinorhizobium_meliloti_A0643DD	79.96	80.15	80.34	80.49	80.16	80.36	80.33	80.19	83.09	86.22	85.96	86.15	86.18	86.23	86.10	84.61	80.45	84.64	80.83	83.68	83.32	80.30	80.53	84.52	80.76	80.79	80.79	81.07	80.95	80.75	80.99	83.16	80.10	95.14	80.01	80.16	80.05	79.99	79.98	80.00	80.02	80.05	80.03	80.77	79.88	80.17	79.98	79.99	79.94	98.31	95.42	86.53	79.81	80.27	84.48	84.46	84.50	84.46	84.50	92.29	84.40	84.38	84.36	84.27	84.30	84.13	84.21	84.30	84.43	84.09	84.26	84.13	84.45	84.59	91.12	90.86	90.92	90.88	90.90	90.81	90.64	91.01	91.05	90.75	91.07	91.11	91.01	90.94	91.13	90.76	91.23	91.09	91.15	91.04	99.05	98.71	99.07	94.91	99.54	99.45	100	94.88	99.51	99.01	98.87	98.90	99.02	99.00	98.91	99.17	99.16	99.10	99.08	98.78	98.97	99.47	98.93	97.83	99.08	98.98	99.10	98.82	97.99	98.92	98.89	98.45	99.08	99.02	98.82	98.12	98.28	99.47	98.84	99.12	98.57	99.52	99.53	98.72	99.19	99.05	99.09	98.53	90.89	85.54	80.40	84.34	84.52	84.46	79.91	80.40	79.99	80.09	95.13	80.34	84.50	85.99	80.29
Sinorhizobium_meliloti_AC50a	79.89	80.12	80.42	80.39	80.13	80.44	80.14	80.08	83.58	86.37	86.32	86.27	86.24	86.27	86.33	84.58	80.31	84.47	81.01	84.21	83.31	80.28	80.34	84.39	80.80	80.83	80.81	80.92	80.99	80.79	80.99	83.34	80.25	97.86	80.05	80.20	80.03	80.06	79.94	79.95	80.04	80.06	80.03	80.41	79.96	80.07	80.10	79.94	79.94	95.54	95.19	86.57	79.74	80.16	84.34	84.45	84.50	84.65	84.50	92.12	84.55	84.62	84.50	84.66	84.52	84.62	84.53	84.50	84.28	84.41	84.32	84.49	84.75	84.93	90.29	90.04	90.15	90.13	90.10	90.07	89.98	90.09	90.20	89.96	90.30	90.30	90.10	90.13	90.37	90.08	90.26	90.52	90.40	90.24	95.59	94.96	95.58	97.95	95.23	95.05	94.88	100	95.20	95.16	95.69	95.30	95.28	94.77	95.50	95.77	95.62	95.44	95.51	95.25	95.05	95.06	95.39	95.50	95.41	95.36	95.45	95.23	95.31	94.93	95.41	95.38	95.42	95.41	95.50	94.80	95.47	95.14	95.27	95.38	95.26	95.05	95.31	95.36	95.27	95.56	95.25	95.43	90.22	86.02	80.33	84.64	84.75	84.65	80.01	80.32	79.86	80.02	98.13	80.26	84.50	86.26	80.11
Sinorhizobium_meliloti_AE608H	80.12	80.17	80.49	80.51	80.27	80.42	80.40	80.33	83.06	86.46	86.20	86.28	86.44	86.30	86.38	84.66	80.55	84.84	80.84	84.05	83.42	80.44	80.57	84.62	80.58	80.61	80.61	81.10	80.92	80.58	80.97	83.20	80.12	95.56	80.21	80.31	80.11	80.17	80.08	80.09	80.15	80.13	80.09	80.77	80.08	80.27	80.12	79.99	80.06	98.54	95.82	86.60	79.90	80.31	84.59	84.56	84.63	84.56	84.65	92.63	84.38	84.40	84.22	84.34	84.19	84.04	84.25	84.34	84.29	84.15	84.26	84.25	84.62	84.66	91.05	90.79	90.91	90.98	90.85	90.79	90.83	91.09	90.95	90.73	91.19	91.24	91.14	91.06	91.11	90.88	91.26	91.20	91.15	91.12	99.20	98.74	99.30	95.06	99.79	99.49	99.51	95.20	100	99.07	99.13	99.09	99.27	99.11	99.14	99.41	99.45	99.27	99.15	98.99	98.93	99.53	99.19	98.08	99.31	99.09	99.27	99.11	98.33	98.98	99.11	98.74	99.31	99.25	99.03	98.38	98.60	99.77	99.14	99.38	98.86	99.86	99.77	99.06	99.45	99.19	99.33	98.73	90.72	85.92	80.48	84.51	84.66	84.53	79.97	80.29	80.08	80.02	95.36	80.41	84.65	86.23	80.29
Sinorhizobium_meliloti_AK11	79.93	80.10	80.41	80.31	80.28	80.35	80.16	80.07	82.91	86.07	86.01	85.96	86.01	86.07	85.96	84.28	80.40	84.48	80.56	83.68	83.20	80.36	80.40	84.28	80.54	80.57	80.57	80.87	80.81	80.54	80.84	82.98	80.17	95.08	80.03	80.09	80.14	80.08	79.91	79.91	80.02	80.15	80.12	80.51	79.99	80.12	79.92	79.91	79.87	98.48	95.53	86.28	79.83	80.15	84.27	84.42	84.42	84.28	84.34	92.12	84.14	84.01	84.23	84.07	84.10	84.11	83.94	84.13	84.22	83.94	84.08	83.96	84.17	84.46	90.70	90.31	90.35	90.53	90.38	90.32	90.42	90.54	90.50	90.17	90.64	90.79	90.58	90.68	90.74	90.52	90.75	90.66	90.67	90.72	99.11	98.74	99.11	94.91	99.11	99.10	99.01	95.16	99.07	100	98.95	98.99	99.23	99.53	99.01	99.17	99.20	99.19	99.11	98.79	99.10	99.14	99.00	97.76	99.55	98.98	99.19	98.90	98.22	98.88	98.95	98.57	99.22	98.89	98.73	98.31	98.36	99.09	98.96	99.22	98.66	99.08	99.06	98.90	99.05	99.11	99.15	98.40	90.52	85.38	80.43	84.28	84.44	84.28	79.89	80.21	79.94	79.98	95.22	80.20	84.34	85.93	80.01
Sinorhizobium_meliloti_AK170	80.08	80.27	80.49	80.57	80.36	80.56	80.38	80.35	83.21	86.48	86.63	86.50	86.41	86.48	86.47	84.73	80.56	84.70	80.87	84.28	83.66	80.49	80.62	84.75	80.79	80.80	80.80	81.04	81.04	80.77	81.07	83.38	80.46	95.72	80.30	80.33	80.33	80.31	80.17	80.19	80.31	80.35	80.32	80.88	80.32	80.24	80.10	80.18	80.16	98.85	95.86	86.66	80.10	80.29	84.57	84.69	84.70	84.72	84.70	92.84	84.54	84.53	84.55	84.71	84.58	84.66	84.48	84.55	84.58	84.23	84.60	84.50	84.82	84.86	91.09	90.61	90.76	90.83	90.71	90.69	90.62	90.88	90.77	90.56	90.85	91.02	90.85	90.87	91.00	90.68	91.04	90.93	91.02	90.83	99.27	98.75	99.27	95.58	99.15	98.94	98.87	95.69	99.13	98.95	100	99.02	99.13	98.87	99.18	99.25	99.26	99.30	99.23	99.14	98.96	98.97	99.08	98.02	99.19	99.05	99.30	99.05	98.85	98.91	99.22	98.87	99.16	99.11	99.06	98.78	98.98	99.12	99.05	99.27	99.31	99.10	99.29	99.25	99.18	99.27	99.30	98.89	90.81	85.83	80.61	84.79	84.78	84.74	80.20	80.61	80.17	80.27	95.70	80.54	84.70	86.42	80.42
Sinorhizobium_meliloti_AK555	80.26	80.35	80.57	80.57	80.42	80.49	80.53	80.34	83.03	86.48	86.37	86.41	86.40	86.31	86.34	84.67	80.60	84.76	80.90	84.01	83.47	80.50	80.65	84.62	80.61	80.63	80.64	81.09	81.02	80.61	81.08	83.15	80.35	95.47	80.21	80.38	80.22	80.30	80.11	80.12	80.19	80.25	80.21	80.84	80.11	80.33	80.11	80.11	80.09	98.62	95.87	86.62	79.99	80.41	84.58	84.59	84.59	84.48	84.65	92.56	84.47	84.45	84.43	84.49	84.34	84.19	84.44	84.44	84.61	84.10	84.27	84.19	84.72	84.78	91.01	90.60	90.70	90.84	90.68	90.60	90.64	90.78	90.79	90.51	90.98	90.99	90.82	90.88	91.06	90.71	91.00	90.95	91.03	90.95	99.08	98.43	99.07	95.13	99.10	98.83	98.90	95.30	99.09	98.99	99.02	100	99.19	98.92	99.21	99.26	99.28	99.16	99.08	98.78	98.84	98.98	98.97	98.16	99.22	99.04	99.16	98.82	98.25	98.75	98.99	98.62	99.14	99.51	98.87	98.43	98.54	99.09	99.51	99.19	98.68	99.09	99.09	98.80	99.16	99.07	98.96	98.70	90.64	85.73	80.66	84.49	84.62	84.48	80.15	80.60	80.20	80.19	95.46	80.44	84.65	86.32	80.39
Sinorhizobium_meliloti_AK58	80.07	80.18	80.44	80.52	80.45	80.44	80.41	80.22	83.18	86.46	86.35	86.37	86.31	86.42	86.41	84.64	80.47	84.56	80.75	84.03	83.47	80.46	80.65	84.49	80.69	80.67	80.68	81.07	80.97	80.65	81.01	83.17	80.26	95.35	80.07	80.22	80.13	80.15	79.95	79.96	80.15	80.12	80.12	80.79	80.10	80.19	80.05	79.95	79.93	98.58	95.80	86.55	79.95	80.29	84.36	84.54	84.53	84.48	84.45	92.63	84.46	84.24	84.31	84.29	84.31	84.24	84.34	84.29	84.29	84.19	84.37	84.23	84.59	84.72	91.04	90.69	90.84	90.87	90.77	90.70	90.72	90.88	90.86	90.61	90.98	91.06	90.94	90.92	91.11	90.86	91.15	91.09	91.04	90.99	99.22	98.55	99.22	95.18	99.29	99.13	99.02	95.28	99.27	99.23	99.13	99.19	100	99.18	99.21	99.40	99.43	99.17	99.23	98.93	98.83	99.22	99.09	98.03	99.49	99.17	99.21	99.09	98.41	98.73	99.10	98.69	99.26	99.19	98.87	98.51	98.55	99.32	99.16	99.29	98.79	99.31	99.35	99.00	99.46	99.20	99.21	98.67	90.85	85.72	80.42	84.58	84.58	84.48	79.98	80.43	80.16	80.07	95.42	80.42	84.44	86.10	80.26
Sinorhizobium_meliloti_AK75	79.80	80.07	80.29	80.36	80.41	80.34	80.09	80.00	82.66	85.87	85.85	85.76	85.79	85.82	85.94	84.22	80.32	84.28	80.49	83.54	83.07	80.40	80.48	84.04	80.26	80.29	80.31	81.08	80.89	80.25	80.92	82.83	80.11	94.96	80.00	80.04	80.11	80.07	79.75	79.87	80.05	80.06	80.10	80.67	79.97	80.03	79.84	79.87	79.72	98.33	95.17	86.09	79.55	80.09	84.16	84.27	84.19	84.21	84.17	91.82	83.95	83.91	83.93	83.78	83.98	83.66	83.74	83.97	83.99	83.69	83.97	83.83	83.92	84.19	90.55	90.23	90.49	90.46	90.35	90.25	90.23	90.54	90.43	90.22	90.61	90.68	90.57	90.56	90.72	90.46	90.80	90.63	90.65	90.69	99.00	98.84	98.98	94.63	99.04	99.04	99.00	94.77	99.11	99.53	98.87	98.92	99.18	100	98.78	99.08	99.05	99.05	98.97	98.73	98.95	99.04	98.82	97.47	99.57	99.02	98.98	98.79	97.94	98.73	98.77	98.31	99.09	98.81	98.56	98.10	98.12	98.92	98.96	99.12	98.56	99.08	99.13	98.77	99.18	99.01	99.04	98.42	90.53	85.14	80.37	83.97	84.37	84.05	79.89	80.09	79.97	79.81	94.77	80.16	84.17	85.75	80.05
Sinorhizobium_meliloti_AK83	80.27	80.31	80.59	80.60	80.25	80.48	80.54	80.46	83.21	86.55	86.37	86.43	86.32	86.54	86.50	84.73	80.58	84.81	80.99	84.14	83.53	80.44	80.69	84.69	80.87	80.88	80.88	81.14	81.18	80.85	81.21	83.28	80.35	95.58	80.06	80.40	80.22	80.23	80.24	80.25	80.12	80.24	80.19	80.76	80.10	80.48	80.19	80.24	80.23	98.67	95.87	86.63	80.16	80.42	84.48	84.54	84.57	84.52	84.60	92.72	84.67	84.37	84.59	84.41	84.40	84.37	84.44	84.46	84.60	84.32	84.36	84.27	84.62	84.87	91.06	90.60	90.78	90.94	90.75	90.70	90.77	90.94	90.78	90.57	90.95	91.14	90.96	90.98	91.11	90.89	91.08	91.08	91.08	90.93	99.29	98.72	99.26	95.40	99.22	98.90	98.91	95.50	99.14	99.01	99.18	99.21	99.21	98.78	100	99.42	99.37	99.30	99.29	98.98	98.90	98.97	99.16	98.17	99.20	99.13	99.31	99.02	98.40	98.85	99.06	98.65	99.19	99.31	99.06	98.51	98.64	99.14	99.24	99.13	98.78	99.14	99.21	98.85	99.23	99.28	99.14	98.75	90.87	85.70	80.52	84.73	84.72	84.55	80.25	80.53	80.31	80.25	95.59	80.44	84.60	86.53	80.40
Sinorhizobium_meliloti_B399	80.47	80.27	80.88	80.62	80.64	81.06	80.74	80.66	83.41	86.86	86.74	86.74	86.72	86.68	86.66	85.14	81.01	84.90	81.30	84.46	83.92	80.65	80.73	85.01	81.10	81.13	81.12	81.25	81.51	81.10	81.54	83.68	80.74	95.80	80.79	80.70	80.46	80.76	80.45	80.17	80.74	80.78	80.76	80.81	80.75	80.64	80.46	80.17	80.42	98.91	96.19	86.95	80.41	80.39	84.63	84.83	85.06	84.57	84.91	92.90	84.89	84.53	84.92	84.84	84.53	84.74	84.77	85.01	84.91	84.57	84.72	84.69	85.01	85.27	91.37	90.98	91.14	91.14	91.07	91.03	90.98	91.12	91.10	90.85	91.23	91.28	91.18	91.20	91.33	91.08	91.14	91.34	91.24	91.20	99.55	99.18	99.53	95.72	99.42	99.20	99.17	95.77	99.41	99.17	99.25	99.26	99.40	99.08	99.42	100	99.96	99.48	99.49	99.39	99.15	99.27	99.37	98.28	99.36	99.44	99.47	99.30	98.60	99.20	99.32	98.93	99.58	99.25	99.22	98.86	98.75	99.42	99.29	99.53	99.18	99.46	99.48	99.37	99.44	99.54	99.40	98.94	91.13	86.23	80.98	85.05	84.87	84.81	80.17	80.89	80.24	80.55	95.88	80.95	84.91	86.76	80.39
Sinorhizobium_meliloti_B401	80.23	80.32	80.63	80.64	80.63	80.79	80.47	80.36	83.24	86.68	86.51	86.52	86.55	86.53	86.69	84.85	80.70	84.97	81.01	84.49	83.63	80.67	80.75	84.81	80.96	80.90	80.91	81.31	81.29	80.88	81.31	83.49	80.47	95.80	80.42	80.45	80.48	80.44	80.17	80.22	80.45	80.49	80.47	80.86	80.41	80.37	80.23	80.21	80.14	98.91	96.07	86.85	80.10	80.42	84.68	84.91	84.90	84.61	84.76	92.72	84.75	84.63	84.74	84.59	84.60	84.53	84.55	84.67	84.70	84.44	84.58	84.49	84.79	85.10	91.16	90.80	90.93	91.00	90.89	90.85	90.84	91.01	90.98	90.68	91.07	91.16	91.06	91.07	91.20	90.90	91.12	91.20	91.11	91.12	99.50	99.09	99.52	95.50	99.46	99.25	99.16	95.62	99.45	99.20	99.26	99.28	99.43	99.05	99.37	99.96	100	99.47	99.49	99.40	99.03	99.28	99.41	98.23	99.33	99.42	99.40	99.31	98.56	99.15	99.38	98.93	99.54	99.27	99.26	98.89	98.74	99.34	99.30	99.55	99.18	99.44	99.46	99.37	99.43	99.50	99.47	98.98	90.98	86.09	80.74	84.84	84.97	84.57	80.19	80.61	80.26	80.29	95.73	80.61	84.76	86.57	80.45
Sinorhizobium_meliloti_BL225C	80.02	80.12	80.38	80.46	80.38	80.28	80.33	80.12	83.15	86.51	86.34	86.38	86.42	86.43	86.54	84.66	80.40	84.59	80.80	84.20	83.43	80.38	80.44	84.72	80.66	80.52	80.52	81.09	81.04	80.49	81.06	83.22	80.22	95.71	80.12	80.25	80.24	80.16	79.94	79.99	80.10	80.23	80.24	80.73	80.10	80.19	80.04	79.98	79.91	98.93	95.81	86.69	79.86	80.12	84.57	84.73	84.76	84.48	84.54	92.64	84.47	84.24	84.50	84.44	84.50	84.37	84.40	84.38	84.51	84.09	84.32	84.29	84.66	84.87	91.30	90.89	91.07	91.16	91.00	90.97	90.84	91.08	91.12	90.88	91.14	91.31	91.07	91.19	91.18	91.14	91.28	91.12	91.18	91.26	99.51	99.11	99.53	95.33	99.28	99.06	99.10	95.44	99.27	99.19	99.30	99.16	99.17	99.05	99.30	99.48	99.47	100	99.77	99.37	99.75	99.10	99.41	98.05	99.29	99.19	99.99	99.30	98.52	99.26	99.50	99.02	99.55	99.09	99.21	98.76	98.77	99.27	99.21	99.53	99.35	99.22	99.30	99.33	99.38	99.51	99.50	99.01	91.09	85.67	80.41	84.72	84.77	84.39	80.01	80.40	80.05	79.98	95.61	80.29	84.54	86.36	80.17
